id,name,name_upper,neighbourhood_group,price
6425751,LUXURY DOORMAN HIGH RISE One Bedroom,LUXURY DOORMAN HIGH RISE ONE BEDROOM,Manhattan,272
6425850,"Spacious, charming studio","SPACIOUS, CHARMING STUDIO",Manhattan,86
6426032,Beautiful Apartment in Williamsburg,BEAUTIFUL APARTMENT IN WILLIAMSBURG,Brooklyn,200
6426292,"Comfy Apt! Private Bathroom, Prime Location, Patio","COMFY APT! PRIVATE BATHROOM, PRIME LOCATION, PATIO",Manhattan,129
6428482,2C  Private Rm in Guesthouse Manhattan,2C  PRIVATE RM IN GUESTHOUSE MANHATTAN,Manhattan,50
6428581,Nolita Room - Convenient & Quaint,NOLITA ROOM - CONVENIENT & QUAINT,Manhattan,95
6428913,COBBLE HILL BROWNSTONE,COBBLE HILL BROWNSTONE,Brooklyn,400
6428942,Entire 1 BR apt in luxury building!,ENTIRE 1 BR APT IN LUXURY BUILDING!,Manhattan,212
6429905,Unique Space in Red Hook,UNIQUE SPACE IN RED HOOK,Brooklyn,160
6432836,Enormous bedroom in UWS 2-bed,ENORMOUS BEDROOM IN UWS 2-BED,Manhattan,90
6433445,Sunny Studio in Clinton Hill,SUNNY STUDIO IN CLINTON HILL,Brooklyn,145
6433621,Forest Hills home shares its breathtaking beauty,FOREST HILLS HOME SHARES ITS BREATHTAKING BEAUTY,Queens,125
6436433,Upper East Side + 2 queen size bed,UPPER EAST SIDE + 2 QUEEN SIZE BED,Manhattan,250
6437014,"Family Friendly & Cozy Apt Near Subway, 1 Bedroom","FAMILY FRIENDLY & COZY APT NEAR SUBWAY, 1 BEDROOM",Brooklyn,100
6437262,"Cozy private room, close to the subway & beach","COZY PRIVATE ROOM, CLOSE TO THE SUBWAY & BEACH",Brooklyn,75
6437347,Cosy Williamsburg,COSY WILLIAMSBURG,Brooklyn,75
6438239,A spacious studio in Midtown / UES,A SPACIOUS STUDIO IN MIDTOWN / UES,Manhattan,195
6438254,Charming Brooklyn 1BD+Den,CHARMING BROOKLYN 1BD+DEN,Brooklyn,125
6438456,"Private! entire studio, own entrance, private bath","PRIVATE! ENTIRE STUDIO, OWN ENTRANCE, PRIVATE BATH",Brooklyn,85
6443330,West Village Studio,WEST VILLAGE STUDIO,Manhattan,200
6444554,3 bedrooms in Upper East Side with amazing terrace,3 BEDROOMS IN UPPER EAST SIDE WITH AMAZING TERRACE,Manhattan,449
6445126,Williamsburg 2 Bedroom,WILLIAMSBURG 2 BEDROOM,Brooklyn,150
6445173,Luxury Williamsburg Duplex w/ Yard!,LUXURY WILLIAMSBURG DUPLEX W/ YARD!,Brooklyn,250
6445656,Big Room in Heart of Williamsburg,BIG ROOM IN HEART OF WILLIAMSBURG,Brooklyn,100
6447136,Magical Oasis in Bushwick! 20 min to City,MAGICAL OASIS IN BUSHWICK! 20 MIN TO CITY,Brooklyn,120
6447332,"Perfect Room, East Village Dream","PERFECT ROOM, EAST VILLAGE DREAM",Manhattan,115
6447797,L.E.S. / Chinatown,L.E.S. / CHINATOWN,Manhattan,89
6449002,SoHo/Greenwich Village 1BR Apt,SOHO/GREENWICH VILLAGE 1BR APT,Manhattan,180
6449238,Astoria next to Beer Garden!,ASTORIA NEXT TO BEER GARDEN!,Queens,70
6449718,Sunny Bohemian Tasteful East Harlem,SUNNY BOHEMIAN TASTEFUL EAST HARLEM,Manhattan,140
6450118,Sunny Spacious Room/Friendly Rates,SUNNY SPACIOUS ROOM/FRIENDLY RATES,Brooklyn,37
6450240,Brooklyn Cute Room + Private Bath!,BROOKLYN CUTE ROOM + PRIVATE BATH!,Brooklyn,70
6450252,Large Sunny Room in Williamsburg,LARGE SUNNY ROOM IN WILLIAMSBURG,Brooklyn,88
6450408,3 Bedroom Apt in Williamsburg w Private Rooftop,3 BEDROOM APT IN WILLIAMSBURG W PRIVATE ROOFTOP,Brooklyn,320
6450457,Wonderful Kips Bay 1 BR + Elevator!,WONDERFUL KIPS BAY 1 BR + ELEVATOR!,Manhattan,200
6451892,Spacious room is Park Slope,SPACIOUS ROOM IS PARK SLOPE,Brooklyn,55
6452019,Loft Studio Midtown Lux Doorman,LOFT STUDIO MIDTOWN LUX DOORMAN,Manhattan,195
6452027,Spacious South Williamsburg Apartment,SPACIOUS SOUTH WILLIAMSBURG APARTMENT,Brooklyn,115
6452138,Large Midtown East Duplex,LARGE MIDTOWN EAST DUPLEX,Manhattan,125
6452188,The Brownstone 2 / Luxury 1 Bd Apt,THE BROWNSTONE 2 / LUXURY 1 BD APT,Manhattan,155
6452251,Modern 1BR Next To Central Park,MODERN 1BR NEXT TO CENTRAL PARK,Manhattan,170
6452585,"Cozy, sunny East Village bedroom","COZY, SUNNY EAST VILLAGE BEDROOM",Manhattan,115
6452764,Spacious One Bedroom Apartment,SPACIOUS ONE BEDROOM APARTMENT,Brooklyn,74
6452788,Huge Bright Room in Williamsburg,HUGE BRIGHT ROOM IN WILLIAMSBURG,Brooklyn,100
6452940,Spacious Studio in Midtown,SPACIOUS STUDIO IN MIDTOWN,Manhattan,125
6457121,Bright Nordic Serenity in Brooklyn,BRIGHT NORDIC SERENITY IN BROOKLYN,Brooklyn,70
6457367,Studio Apt With Backyard,STUDIO APT WITH BACKYARD,Brooklyn,110
6458979,Beautiful Condo w/ Private Rooftop,BEAUTIFUL CONDO W/ PRIVATE ROOFTOP,Brooklyn,395
6459617,Prime Williamsburg LOFT next to Bedford L,PRIME WILLIAMSBURG LOFT NEXT TO BEDFORD L,Brooklyn,215
6460353,A True Gem.,A TRUE GEM.,Brooklyn,150
6460927,Classic Parlor Level Brownstone,CLASSIC PARLOR LEVEL BROWNSTONE,Manhattan,295
6461245,Big room with private bathroom in Bushwick,BIG ROOM WITH PRIVATE BATHROOM IN BUSHWICK,Brooklyn,60
6461789,"Cozy private room in Brooklyn, NYC.","COZY PRIVATE ROOM IN BROOKLYN, NYC.",Brooklyn,55
6462046,Cozy 1BD | 15 min. to Grand Central,COZY 1BD | 15 MIN. TO GRAND CENTRAL,Queens,85
6462078,Great room near CUMC!,GREAT ROOM NEAR CUMC!,Manhattan,40
6462454,"Spacious, Bright, Brooklyn Beauty","SPACIOUS, BRIGHT, BROOKLYN BEAUTY",Brooklyn,200
6462513,"Sunny Private Room, & bath","SUNNY PRIVATE ROOM, & BATH",Brooklyn,90
6462549,Private room,PRIVATE ROOM,Manhattan,49
6463098,Sweet Home at Washington high everyone is welcome,SWEET HOME AT WASHINGTON HIGH EVERYONE IS WELCOME,Manhattan,50
6464881,Cozy Studio in Prospect Heights,COZY STUDIO IN PROSPECT HEIGHTS,Brooklyn,85
6466301,Entire rowhouse+garden+deck in Park Slope/Gowanus,ENTIRE ROWHOUSE+GARDEN+DECK IN PARK SLOPE/GOWANUS,Brooklyn,350
6466590,Room in spacious apt near the park,ROOM IN SPACIOUS APT NEAR THE PARK,Brooklyn,38
6467264,Spacious room w/private roof deck,SPACIOUS ROOM W/PRIVATE ROOF DECK,Brooklyn,158
6467509,Modern Rustic NYC Chic in the LES,MODERN RUSTIC NYC CHIC IN THE LES,Manhattan,245
6467744,Cozy Williamsburg Brooklyn Space,COZY WILLIAMSBURG BROOKLYN SPACE,Brooklyn,110
6467905,Harlem Home Away From Home,HARLEM HOME AWAY FROM HOME,Manhattan,55
6470740,Luxury Apt in Financial District,LUXURY APT IN FINANCIAL DISTRICT,Manhattan,275
6471117,"Clean room in a cozy, peaceful home","CLEAN ROOM IN A COZY, PEACEFUL HOME",Manhattan,50
6472275,"Cozy,newly furnished room inAstoria","COZY,NEWLY FURNISHED ROOM INASTORIA",Queens,45
6473307,Modern Mulberry St Room for 1 Female Guest,MODERN MULBERRY ST ROOM FOR 1 FEMALE GUEST,Manhattan,85
6474699,1 bedroom apt in pvt 2 fam house,1 BEDROOM APT IN PVT 2 FAM HOUSE,Brooklyn,150
6476242,Huge duplex apartment with garden!,HUGE DUPLEX APARTMENT WITH GARDEN!,Manhattan,247
6476333,1BR in East Harlem apt,1BR IN EAST HARLEM APT,Manhattan,105
6476426,3 Bedroom Downtown NYC loft,3 BEDROOM DOWNTOWN NYC LOFT,Manhattan,400
6477272,Astoria HUGE Balcony PRIME location,ASTORIA HUGE BALCONY PRIME LOCATION,Queens,155
6477558,2 Bdrm apt Near Empire State Building,2 BDRM APT NEAR EMPIRE STATE BUILDING,Manhattan,150
6477586,A large 1-bedroom apartment,A LARGE 1-BEDROOM APARTMENT,Manhattan,120
6478141,Cheap & Basic Temporary Airbed Room,CHEAP & BASIC TEMPORARY AIRBED ROOM,Queens,69
6478214,Studio apartment in the heart of Chelsea,STUDIO APARTMENT IN THE HEART OF CHELSEA,Manhattan,199
6478459,Duplex 3BR SOHO Penthouse w.Terrace,DUPLEX 3BR SOHO PENTHOUSE W.TERRACE,Manhattan,499
6479559,Best location! Chelsea/West Village/Meatpacking,BEST LOCATION! CHELSEA/WEST VILLAGE/MEATPACKING,Manhattan,150
6479956,Spacious private room,SPACIOUS PRIVATE ROOM,Brooklyn,300
6480490,Wburg 1 bedroom - Spacious & Sunny,WBURG 1 BEDROOM - SPACIOUS & SUNNY,Brooklyn,105
6480685,"Cozy,  single bed room.15min to NYC","COZY,  SINGLE BED ROOM.15MIN TO NYC",Queens,45
6481924,"Brooklyn, Sundrenched & Peaceful","BROOKLYN, SUNDRENCHED & PEACEFUL",Brooklyn,105
6484983,Master bedroom + private bathroom,MASTER BEDROOM + PRIVATE BATHROOM,Manhattan,130
6487196,Huge&Bright Room in Greenwich Vill.,HUGE&BRIGHT ROOM IN GREENWICH VILL.,Manhattan,75
6487933,BK Heights Apartment for cat lovers,BK HEIGHTS APARTMENT FOR CAT LOVERS,Brooklyn,150
6489828,Industrial Flex 2br duplex Loft in Brooklyn,INDUSTRIAL FLEX 2BR DUPLEX LOFT IN BROOKLYN,Brooklyn,159
6491278,Cozy home in Williamsburg!,COZY HOME IN WILLIAMSBURG!,Brooklyn,100
6492185,A beautiful and friendly beach area,A BEAUTIFUL AND FRIENDLY BEACH AREA,Brooklyn,145
6492190,Live like a real New Yorker right by Central Park,LIVE LIKE A REAL NEW YORKER RIGHT BY CENTRAL PARK,Manhattan,220
6492449,Spacious Duplex for Spring Retreat,SPACIOUS DUPLEX FOR SPRING RETREAT,Brooklyn,160
6492778,"2 Bedroom fully furnished apt,Clinton Hill BK","2 BEDROOM FULLY FURNISHED APT,CLINTON HILL BK",Brooklyn,175
6492864,Private Artisitic Room East Village,PRIVATE ARTISITIC ROOM EAST VILLAGE,Manhattan,82
6493181,"Sunny & Tall 1 BR, Central Pk,Train","SUNNY & TALL 1 BR, CENTRAL PK,TRAIN",Manhattan,200
6493288,NY City for the 4th of July!,NY CITY FOR THE 4TH OF JULY!,Manhattan,300
6493737,Steps to Grand Central! Large 1BDR,STEPS TO GRAND CENTRAL! LARGE 1BDR,Manhattan,199
6494256,"Spacious, Peaceful Room","SPACIOUS, PEACEFUL ROOM",Queens,85
6499058,Great Upper East Side Location!,GREAT UPPER EAST SIDE LOCATION!,Manhattan,135
6499870,Kid friendly 2 bedroom in Harlem,KID FRIENDLY 2 BEDROOM IN HARLEM,Manhattan,150
6500246,BROWNSTONE BUILDING IN CLINTON HILLS,BROWNSTONE BUILDING IN CLINTON HILLS,Brooklyn,65
6501082,3BR Williamsburg Duplex w/Backyard,3BR WILLIAMSBURG DUPLEX W/BACKYARD,Brooklyn,395
6501996,Private Terrace in the East Village,PRIVATE TERRACE IN THE EAST VILLAGE,Manhattan,379
6502493,Stylish Apartment in GREAT West Village Location,STYLISH APARTMENT IN GREAT WEST VILLAGE LOCATION,Manhattan,250
6502954,NICEQUIET10 MINUTES TO TIME SQUARE.,NICEQUIET10 MINUTES TO TIME SQUARE.,Manhattan,90
6504972,Gem of Bushwick,GEM OF BUSHWICK,Brooklyn,40
6505898,Riverside and 160th--Long Stay,RIVERSIDE AND 160TH--LONG STAY,Manhattan,200
6505927,Casa de la Luna -Bedford Stuyvesant,CASA DE LA LUNA -BEDFORD STUYVESANT,Brooklyn,133
6506449,"Large, charming studio on UWS","LARGE, CHARMING STUDIO ON UWS",Manhattan,140
6507084,Renovated 2BR apartment MIN 30 DAY,RENOVATED 2BR APARTMENT MIN 30 DAY,Manhattan,100
6509338,Vintage 1B Artist Loft in Brooklyn,VINTAGE 1B ARTIST LOFT IN BROOKLYN,Brooklyn,85
6509750,Art Deco NYC Upper West 2br Apt,ART DECO NYC UPPER WEST 2BR APT,Manhattan,385
6511675,Sunny room 30 min from Manhattan,SUNNY ROOM 30 MIN FROM MANHATTAN,Brooklyn,50
6512429,Charming Park Slope 1BR w/ Patio,CHARMING PARK SLOPE 1BR W/ PATIO,Brooklyn,140
6512929,Large Studio on the Upper East Side,LARGE STUDIO ON THE UPPER EAST SIDE,Manhattan,120
6515562,STUDIO in the East Village,STUDIO IN THE EAST VILLAGE,Manhattan,110
6515686,Lovely room In Williamsburg,LOVELY ROOM IN WILLIAMSBURG,Brooklyn,106
6516344,Beautiful Spacious 1 Bed in Hip Harlem Neighborhd,BEAUTIFUL SPACIOUS 1 BED IN HIP HARLEM NEIGHBORHD,Manhattan,115
6519873,Houseboat in the Rockaways,HOUSEBOAT IN THE ROCKAWAYS,Queens,120
6520350,The Kook House  - Rockaways BEST Summer House!!,THE KOOK HOUSE  - ROCKAWAYS BEST SUMMER HOUSE!!,Queens,300
6522849,Home Sweet Home :),HOME SWEET HOME :),Brooklyn,59
6522938,COZY HOUSE 10 MINS FROM LA GUARDIA!,COZY HOUSE 10 MINS FROM LA GUARDIA!,Queens,140
6523409,Large BR w/Private Ent & Living Rm!,LARGE BR W/PRIVATE ENT & LIVING RM!,Brooklyn,99
6524806,Great room for couples on a budget!,GREAT ROOM FOR COUPLES ON A BUDGET!,Queens,52
6525622,Garden Apt.  East Village NY,GARDEN APT.  EAST VILLAGE NY,Manhattan,125
6525765,Room for rent in corona queens,ROOM FOR RENT IN CORONA QUEENS,Queens,150
6528040,NYC ROOM GORGEOUS LIGHT! RIVER VIEW,NYC ROOM GORGEOUS LIGHT! RIVER VIEW,Manhattan,65
6528046,Immaculate Gramercy One-Bedroom,IMMACULATE GRAMERCY ONE-BEDROOM,Manhattan,249
6528060,Furnished Unit (115 and Amsterdam),FURNISHED UNIT (115 AND AMSTERDAM),Manhattan,84
6528103,Spacious bedroom in Astoria,SPACIOUS BEDROOM IN ASTORIA,Queens,53
6534409,Unbelievable NYC Apt Avail Nov!,UNBELIEVABLE NYC APT AVAIL NOV!,Manhattan,340
6536719,Perfect Room in Brooklyn,PERFECT ROOM IN BROOKLYN,Brooklyn,80
6536744,Spacious One-Bedroom near Prospect Park,SPACIOUS ONE-BEDROOM NEAR PROSPECT PARK,Brooklyn,75
6538963,Art filled Brooklyn Hideaway with private bathroom,ART FILLED BROOKLYN HIDEAWAY WITH PRIVATE BATHROOM,Brooklyn,80
6539114,Private Room in Williamsburg Apt,PRIVATE ROOM IN WILLIAMSBURG APT,Brooklyn,78
6539778,Large 1BR in heart of Williamsburg!,LARGE 1BR IN HEART OF WILLIAMSBURG!,Brooklyn,149
6540907,Sunny Bedroom near major stations,SUNNY BEDROOM NEAR MAJOR STATIONS,Brooklyn,80
6541214,Huge one bedroom apartment,HUGE ONE BEDROOM APARTMENT,Brooklyn,115
6541532,Amazing UWS /Central Park West Location,AMAZING UWS /CENTRAL PARK WEST LOCATION,Manhattan,90
6542603,PRIVATE one Bedroom in Williamsburg,PRIVATE ONE BEDROOM IN WILLIAMSBURG,Brooklyn,175
6542818,Luxury Apt on Central Park South,LUXURY APT ON CENTRAL PARK SOUTH,Manhattan,350
6542929,Clean & Cozy East Village Home Steps From Park,CLEAN & COZY EAST VILLAGE HOME STEPS FROM PARK,Manhattan,194
6543312,Lovely 1 BR duplex in prime Chelsea,LOVELY 1 BR DUPLEX IN PRIME CHELSEA,Manhattan,175
6543581,Dreamy Luxury Penthouse w/ Terrace,DREAMY LUXURY PENTHOUSE W/ TERRACE,Manhattan,350
6543852,Sunny Apt. in Historic Harlem Bldg.,SUNNY APT. IN HISTORIC HARLEM BLDG.,Manhattan,63
6544347,Spend Summer in Park Slope,SPEND SUMMER IN PARK SLOPE,Brooklyn,150
6544899,Beautiful Greenwich Village Apartment,BEAUTIFUL GREENWICH VILLAGE APARTMENT,Manhattan,180
6545310,"House of Music and Art, Small Happy ROom","HOUSE OF MUSIC AND ART, SMALL HAPPY ROOM",Brooklyn,64
6545519,Amazing Studio-Loft w/Outdoor Space,AMAZING STUDIO-LOFT W/OUTDOOR SPACE,Manhattan,185
6546016,Harlem luxury w/ great amenities!,HARLEM LUXURY W/ GREAT AMENITIES!,Manhattan,80
6550596,Studio-Heart of Harlem****,STUDIO-HEART OF HARLEM****,Manhattan,75
6553257,Royal Oxford,ROYAL OXFORD,Staten Island,105
6553559,"City view, Long Island City 1 BR","CITY VIEW, LONG ISLAND CITY 1 BR",Queens,130
6553874,"PERFECT 1 BR, Elevator, BEST Area!!","PERFECT 1 BR, ELEVATOR, BEST AREA!!",Manhattan,264
6554833,Fun & Trendy Kid Friendly Family Home,FUN & TRENDY KID FRIENDLY FAMILY HOME,Brooklyn,215
6554879,Adorable room on the Upper East Side!,ADORABLE ROOM ON THE UPPER EAST SIDE!,Manhattan,85
6555262,Comfortable and Spacious Bedroom,COMFORTABLE AND SPACIOUS BEDROOM,Queens,35
6555427,"Inviting,sunny grdn 15 min to Manhattan","INVITING,SUNNY GRDN 15 MIN TO MANHATTAN",Queens,50
6555586,A 2BR Oasis in Red Hook,A 2BR OASIS IN RED HOOK,Brooklyn,145
6555997,"Sunny, Clean & Spacious in the LES","SUNNY, CLEAN & SPACIOUS IN THE LES",Manhattan,150
6556848,Bright and Airy Brooklyn Abode,BRIGHT AND AIRY BROOKLYN ABODE,Brooklyn,175
6557289,1 Room in a 2 Bedroom Available,1 ROOM IN A 2 BEDROOM AVAILABLE,Bronx,680
6558125,Amazing apartment with great views,AMAZING APARTMENT WITH GREAT VIEWS,Manhattan,900
6558729,"Artist Loft In Bushwick, Brooklyn","ARTIST LOFT IN BUSHWICK, BROOKLYN",Brooklyn,95
6559453,Private Rm–Industrial Loft–Bushwick,PRIVATE RM–INDUSTRIAL LOFT–BUSHWICK,Brooklyn,60
6559615,Brooklyn Zen Gem Spacious Bedroom,BROOKLYN ZEN GEM SPACIOUS BEDROOM,Brooklyn,70
6559926,"Sunny 1Bdr + 2 Big Sofabed, Clean!","SUNNY 1BDR + 2 BIG SOFABED, CLEAN!",Manhattan,240
6559985,big bright Bushwick loft 2 blocks from Jefferson L,BIG BRIGHT BUSHWICK LOFT 2 BLOCKS FROM JEFFERSON L,Brooklyn,150
6560055,Lovely uptown furnished 1 bedroom,LOVELY UPTOWN FURNISHED 1 BEDROOM,Manhattan,150
6560165,Large Upper West Side 1 bedroom,LARGE UPPER WEST SIDE 1 BEDROOM,Manhattan,175
6560257,Luxury 1-Bedroom King Suite with Central Park View,LUXURY 1-BEDROOM KING SUITE WITH CENTRAL PARK VIEW,Manhattan,1000
6560459,"Chill, Sunny Room Bed-Stuy Bushwick","CHILL, SUNNY ROOM BED-STUY BUSHWICK",Brooklyn,48
6561328,Artist Loft in Brooklyn,ARTIST LOFT IN BROOKLYN,Brooklyn,42
6561509,"airy, earthy room in artistic apt","AIRY, EARTHY ROOM IN ARTISTIC APT",Manhattan,80
6567114,Funky Studio Apartment,FUNKY STUDIO APARTMENT,Brooklyn,150
6568523,2 Bdrm in Luxury Condo on Hudson,2 BDRM IN LUXURY CONDO ON HUDSON,Manhattan,195
6569350,Bright Brooklyn Bed-Stuy Apartment,BRIGHT BROOKLYN BED-STUY APARTMENT,Brooklyn,145
6570517,Comfy Room Close the Subway ABCD&1!,COMFY ROOM CLOSE THE SUBWAY ABCD&1!,Manhattan,75
6570718,Spacious Railroad in LIC/Astoria,SPACIOUS RAILROAD IN LIC/ASTORIA,Queens,85
6571039,WoodyAllen FilmSet-Like Digs (Apt),WOODYALLEN FILMSET-LIKE DIGS (APT),Brooklyn,90
6571441,Brooklyn Brownstone Master Bedroom,BROOKLYN BROWNSTONE MASTER BEDROOM,Brooklyn,53
6571890,1 bedroom-Manhattans East Village,1 BEDROOM-MANHATTANS EAST VILLAGE,Manhattan,155
6572344,WoodyAllen FilmSet-Like Digs (Room),WOODYALLEN FILMSET-LIKE DIGS (ROOM),Brooklyn,49
6572570,Charming Private Entrance — 30 Min to Manhattan!,CHARMING PRIVATE ENTRANCE — 30 MIN TO MANHATTAN!,Brooklyn,78
6573055,"Charming, Quiet, Light-Filled Room","CHARMING, QUIET, LIGHT-FILLED ROOM",Manhattan,100
6574353,Tranquil Garden Level Apartment,TRANQUIL GARDEN LEVEL APARTMENT,Brooklyn,85
6574537,Bright & Spacious,BRIGHT & SPACIOUS,Queens,225
6574595,Two Adjoined Rooms Williamsburg,TWO ADJOINED ROOMS WILLIAMSBURG,Brooklyn,199
6575471,NYC 2 Bedroom,NYC 2 BEDROOM,Manhattan,350
6576327,"manhattan uptown 2/b, excellent for big family","MANHATTAN UPTOWN 2/B, EXCELLENT FOR BIG FAMILY",Manhattan,120
6576336,Large Private Studio Newly Renevated,LARGE PRIVATE STUDIO NEWLY RENEVATED,Queens,70
6581248,Upper West Side Spacious Home,UPPER WEST SIDE SPACIOUS HOME,Manhattan,250
6582117,Cozy Private Bdrm/Bthrm in Midtown,COZY PRIVATE BDRM/BTHRM IN MIDTOWN,Manhattan,180
6582467,Entire 1 Bedroom Apt,ENTIRE 1 BEDROOM APT,Brooklyn,145
6584448,Perfect with or w/out kids!,PERFECT WITH OR W/OUT KIDS!,Manhattan,130
6585028,ROOFTOP TERRACE ROOM @ ELEGANT HOME NEAR JFK,ROOFTOP TERRACE ROOM @ ELEGANT HOME NEAR JFK,Queens,149
6585852,1 bedroom close to Central Park,1 BEDROOM CLOSE TO CENTRAL PARK,Manhattan,60
6586663,Studio in the LES,STUDIO IN THE LES,Manhattan,140
6588947,Sunny Prospect Park 2 Bedroom,SUNNY PROSPECT PARK 2 BEDROOM,Brooklyn,60
6589412,Beautiful Park Slope Brownstone,BEAUTIFUL PARK SLOPE BROWNSTONE,Brooklyn,350
6590549,Luxury 1bdrm w/ private terrace,LUXURY 1BDRM W/ PRIVATE TERRACE,Brooklyn,175
6590569,Private bedroom in Chelsea,PRIVATE BEDROOM IN CHELSEA,Manhattan,110
6590570,Harlem Treasure,HARLEM TREASURE,Manhattan,177
6594861,Park Slope Brownstone Duplex (unfurnished),PARK SLOPE BROWNSTONE DUPLEX (UNFURNISHED),Brooklyn,275
6595943,Cozy 1 bedroom in a quiet neighborh,COZY 1 BEDROOM IN A QUIET NEIGHBORH,Queens,99
6596747,Bedroom in FABULOUS W. Village Apt!,BEDROOM IN FABULOUS W. VILLAGE APT!,Manhattan,105
6596927,"Lambe’s Vacation Rentals- Maspeth, Queens","LAMBE’S VACATION RENTALS- MASPETH, QUEENS",Queens,200
6597854,Charming Spacious Harlem Share,CHARMING SPACIOUS HARLEM SHARE,Manhattan,58
6598334,Upper West Side Manhattan,UPPER WEST SIDE MANHATTAN,Manhattan,100
6598376,Spacious Room in Adorable Apartment,SPACIOUS ROOM IN ADORABLE APARTMENT,Brooklyn,45
6598624,"Private Bed, Bath & Patio in prime Williamsburg !","PRIVATE BED, BATH & PATIO IN PRIME WILLIAMSBURG !",Brooklyn,110
6599302,"An ENTIRE, Lovely NYC Apartment","AN ENTIRE, LOVELY NYC APARTMENT",Manhattan,80
6599689,Beautiful room upper manhttn.,BEAUTIFUL ROOM UPPER MANHTTN.,Manhattan,75
6599950,studio : chelsea/west villlage,STUDIO : CHELSEA/WEST VILLLAGE,Manhattan,700
6601120,Entire place in Williamsburg. Rustic Den.,ENTIRE PLACE IN WILLIAMSBURG. RUSTIC DEN.,Brooklyn,165
6601194,Modern prime location in Williamsburg,MODERN PRIME LOCATION IN WILLIAMSBURG,Brooklyn,80
6601284,Gorgeous Garden Apartment in Park Slope,GORGEOUS GARDEN APARTMENT IN PARK SLOPE,Brooklyn,145
6601606,Large Lower East Side Room with a View,LARGE LOWER EAST SIDE ROOM WITH A VIEW,Manhattan,125
6601683,Sunny lrg 1 BR in Chilled Bushwick,SUNNY LRG 1 BR IN CHILLED BUSHWICK,Brooklyn,45
6603534,Private Small Grey Room,PRIVATE SMALL GREY ROOM,Brooklyn,30
6603756,Amazing Bright bedroom in Harlem,AMAZING BRIGHT BEDROOM IN HARLEM,Manhattan,81
6607833,Amazing & Safe Brooklyn Location,AMAZING & SAFE BROOKLYN LOCATION,Brooklyn,49
6608246,Duplex Suite Sleeps 8,DUPLEX SUITE SLEEPS 8,Brooklyn,225
6608666,Lively Rm w/Private Entrance & Bath,LIVELY RM W/PRIVATE ENTRANCE & BATH,Brooklyn,70
6609293,Spacious brownstone apt in Park Sl,SPACIOUS BROWNSTONE APT IN PARK SL,Brooklyn,120
6609871,COMFORTABLE NYC RETREAT,COMFORTABLE NYC RETREAT,Manhattan,175
6610244,Sunny Jewel In Historic Harlem,SUNNY JEWEL IN HISTORIC HARLEM,Manhattan,130
6610516,Bright and Sunny 2 Bedroom,BRIGHT AND SUNNY 2 BEDROOM,Brooklyn,130
6610629,Art Gallery  in Harlem,ART GALLERY  IN HARLEM,Manhattan,150
6611547,Private Park Slope Brooklyn Hideaway,PRIVATE PARK SLOPE BROOKLYN HIDEAWAY,Brooklyn,95
6611557,GC Bushwick First Floor 4 Bedroom,GC BUSHWICK FIRST FLOOR 4 BEDROOM,Brooklyn,300
6611592,Modern luxury apartment - easy subway to Manhattan,MODERN LUXURY APARTMENT - EASY SUBWAY TO MANHATTAN,Queens,180
6611652,Garden Commons Bushwick 5 Bedroom,GARDEN COMMONS BUSHWICK 5 BEDROOM,Brooklyn,375
6611774,Bright Bedroom in Park Slope,BRIGHT BEDROOM IN PARK SLOPE,Brooklyn,75
6612664,Great BedRoom in Hell's Kitchen,GREAT BEDROOM IN HELL'S KITCHEN,Manhattan,75
6612737,Furnished Bedroom in Murray Hill,FURNISHED BEDROOM IN MURRAY HILL,Manhattan,70
6612744,Sunny&Stylish 1BR★Terrace★Doorman,SUNNY&STYLISH 1BR★TERRACE★DOORMAN,Manhattan,300
6612941,1 Bedroom Apt. Sunnyside Queens!,1 BEDROOM APT. SUNNYSIDE QUEENS!,Queens,60
6613106,Private Room/Single Bed,PRIVATE ROOM/SINGLE BED,Brooklyn,60
6613154,Duplex Bedroom w/Private Rooftop,DUPLEX BEDROOM W/PRIVATE ROOFTOP,Brooklyn,158
6613354,CHARMING ONE BEDROOM APT IN LES/CHINATOWN,CHARMING ONE BEDROOM APT IN LES/CHINATOWN,Manhattan,184
6614604,"Nice, cozy double size bedroom","NICE, COZY DOUBLE SIZE BEDROOM",Manhattan,50
6619100,Cozy studio in the heart of Chelsea,COZY STUDIO IN THE HEART OF CHELSEA,Manhattan,230
6619187,Stylish NYC Art Loft,STYLISH NYC ART LOFT,Manhattan,95
6619589,PRIVATE MODERN ENTIRE APT FOR YOU,PRIVATE MODERN ENTIRE APT FOR YOU,Brooklyn,110
6619797,Sunny Apartment near Columbia & beautiful parks!,SUNNY APARTMENT NEAR COLUMBIA & BEAUTIFUL PARKS!,Manhattan,120
6619984,Charming Home in Brooklyn Townhouse,CHARMING HOME IN BROOKLYN TOWNHOUSE,Brooklyn,189
6620407,Cozy one bedroom in bushwick!,COZY ONE BEDROOM IN BUSHWICK!,Brooklyn,98
6620911,Gramercy Studio w/ Private Garden,GRAMERCY STUDIO W/ PRIVATE GARDEN,Manhattan,150
6622389,Bright and Spacious in Trendy Area,BRIGHT AND SPACIOUS IN TRENDY AREA,Brooklyn,100
6625406,1 Bedroom in Williamsburg!,1 BEDROOM IN WILLIAMSBURG!,Brooklyn,85
